0	0	0
0.01	0.000225903	0.000222231
0.02	0.000451582	0.000444242
0.03	0.000676816	0.000665812
0.04	0.000901382	0.000886723
0.05	0.00112506	0.00110676
0.06	0.00134762	0.00132569
0.07	0.00156886	0.00154331
0.08	0.00178855	0.00175941
0.09	0.00200647	0.00197376
0.1	0.00222241	0.00218615
0.11	0.00243616	0.00239638
0.12	0.00264751	0.00260423
0.13	0.00285624	0.0028095
0.14	0.00306216	0.00301199
0.15	0.00326505	0.0032115
0.16	0.00346472	0.00340782
0.17	0.00366097	0.00360077
0.18	0.0038536	0.00379015
0.19	0.00404244	0.00397577
0.2	0.00422728	0.00415745
0.21	0.00440796	0.00433502
0.22	0.00458428	0.00450829
0.23	0.00475608	0.00467709
0.24	0.00492318	0.00484126
0.25	0.00508543	0.00500063
0.26	0.00524266	0.00515504
0.27	0.00539471	0.00530435
0.28	0.00554144	0.00544841
0.29	0.0056827	0.00558706
0.3	0.00581836	0.00572018
0.31	0.00594827	0.00584763
0.32	0.00607231	0.00596929
0.33	0.00619036	0.00608503
0.34	0.0063023	0.00619474
0.35	0.00640801	0.00629831
0.36	0.00650741	0.00639565
0.37	0.00660038	0.00648665
0.38	0.00668684	0.00657122
0.39	0.0067667	0.00664927
0.4	0.00683989	0.00672075
0.41	0.00690632	0.00678556
0.42	0.00696594	0.00684364
0.43	0.00701868	0.00689495
0.44	0.0070645	0.00693943
0.45	0.00710334	0.00697703
0.46	0.00713517	0.00700771
0.47	0.00715997	0.00703146
0.48	0.00717769	0.00704823
0.49	0.00718833	0.00705802
0.5	0.00719188	0.00706082
0.51	0.00718833	0.00705663
0.52	0.00717769	0.00704544
0.53	0.00715997	0.00702727
0.54	0.00713517	0.00700213
0.55	0.00710334	0.00697006
0.56	0.0070645	0.00693108
0.57	0.00701868	0.00688524
0.58	0.00696594	0.00683257
0.59	0.00690632	0.00677314
0.6	0.00683989	0.00670699
0.61	0.0067667	0.00663419
0.62	0.00668684	0.00655483
0.63	0.00660038	0.00646897
0.64	0.00650741	0.0063767
0.65	0.00640801	0.00627811
0.66	0.0063023	0.0061733
0.67	0.00619036	0.00606237
0.68	0.00607231	0.00594544
0.69	0.00594827	0.00582261
0.7	0.00581836	0.00569402
0.71	0.0056827	0.00555978
0.72	0.00554144	0.00542004
0.73	0.00539471	0.00527492
0.74	0.00524266	0.00512458
0.75	0.00508543	0.00496916
0.76	0.00492318	0.00480882
0.77	0.00475608	0.00464371
0.78	0.00458428	0.004474
0.79	0.00440796	0.00429986
0.8	0.00422728	0.00412146
0.81	0.00404244	0.00393897
0.82	0.0038536	0.00375258
0.83	0.00366097	0.00356248
0.84	0.00346472	0.00336884
0.85	0.00326505	0.00317187
0.86	0.00306216	0.00297175
0.87	0.00285624	0.00276869
0.88	0.00264751	0.00256288
0.89	0.00243616	0.00235454
0.9	0.00222241	0.00214386
0.91	0.00200647	0.00193106
0.92	0.00178855	0.00171634
0.93	0.00156886	0.00149993
0.94	0.00134762	0.00128202
0.95	0.00112506	0.00106285
0.96	0.000901382	0.000842625
0.97	0.000676816	0.000621565
0.98	0.000451582	0.000399889
0.99	0.000225903	0.000177817
1	-1.50884e-17	0
