0.0	0	0
0.005	0.00081342	0.000809873
0.01	0.00162664	0.00161955
0.015	0.00243946	0.00242882
0.02	0.00325167	0.00323749
0.025	0.00406309	0.00404536
0.03	0.0048735	0.00485223
0.035	0.00568271	0.0056579
0.04	0.00649051	0.00646218
0.045	0.00729672	0.00726485
0.05	0.00810112	0.00806573
0.055	0.00890353	0.00886462
0.06	0.00970374	0.00966131
0.065	0.0105016	0.0104556
0.07	0.0112968	0.0112473
0.075	0.0120892	0.0120363
0.08	0.0128787	0.0128222
0.085	0.0136649	0.013605
0.09	0.0144478	0.0143845
0.095	0.0152272	0.0151603
0.1	0.0160028	0.0159325
0.105	0.0167744	0.0167006
0.11	0.0175419	0.0174647
0.115	0.0183051	0.0182244
0.12	0.0190637	0.0189797
0.125	0.0198177	0.0197302
0.13	0.0205667	0.0204759
0.135	0.0213107	0.0212165
0.14	0.0220494	0.0219518
0.145	0.0227827	0.0226818
0.15	0.0235104	0.0234061
0.155	0.0242322	0.0241246
0.16	0.0249481	0.0248372
0.165	0.0256578	0.0255436
0.17	0.0263612	0.0262438
0.175	0.0270581	0.0269374
0.18	0.0277484	0.0276243
0.185	0.0284317	0.0283045
0.19	0.0291081	0.0289776
0.195	0.0297772	0.0296436
0.2	0.0304391	0.0303022
0.205	0.0310934	0.0309534
0.21	0.03174	0.0315969
0.215	0.0323788	0.0322326
0.22	0.0330097	0.0328603
0.225	0.0336323	0.0334799
0.23	0.0342467	0.0340912
0.235	0.0348527	0.0346941
0.24	0.03545	0.0352885
0.245	0.0360386	0.035874
0.25	0.0366183	0.0364508
0.255	0.0371889	0.0370185
0.26	0.0377504	0.037577
0.265	0.0383026	0.0381263
0.27	0.0388453	0.0386661
0.275	0.0393784	0.0391964
0.28	0.0399018	0.039717
0.285	0.0404154	0.0402278
0.29	0.040919	0.0407286
0.295	0.0414125	0.0412194
0.3	0.0418958	0.0416999
0.305	0.0423687	0.0421702
0.31	0.0428312	0.04263
0.315	0.0432832	0.0430793
0.32	0.0437244	0.043518
0.325	0.0441549	0.0439459
0.33	0.0445744	0.0443629
0.335	0.044983	0.0447689
0.34	0.0453805	0.0451639
0.345	0.0457667	0.0455477
0.35	0.0461417	0.0459203
0.355	0.0465053	0.0462815
0.36	0.0468574	0.0466313
0.365	0.047198	0.0469695
0.37	0.0475269	0.0472961
0.375	0.0478441	0.047611
0.38	0.0481494	0.0479142
0.385	0.0484429	0.0482055
0.39	0.0487245	0.0484849
0.395	0.048994	0.0487523
0.4	0.0492515	0.0490077
0.405	0.0494967	0.0492509
0.41	0.0497298	0.049482
0.415	0.0499506	0.0497008
0.42	0.0501591	0.0499073
0.425	0.0503552	0.0501015
0.43	0.0505389	0.0502834
0.435	0.0507101	0.0504527
0.44	0.0508688	0.0506096
0.445	0.0510149	0.050754
0.45	0.0511485	0.0508859
0.455	0.0512694	0.0510052
0.46	0.0513777	0.0511118
0.465	0.0514733	0.0512058
0.47	0.0515562	0.0512872
0.475	0.0516264	0.0513559
0.48	0.0516839	0.0514119
0.485	0.0517286	0.0514552
0.49	0.0517605	0.0514857
0.495	0.0517797	0.0515035
0.5	0.051786	0.0515086
0.505	0.0517797	0.051501
0.51	0.0517605	0.0514806
0.515	0.0517286	0.0514475
0.52	0.0516839	0.0514017
0.525	0.0516264	0.0513432
0.53	0.0515562	0.051272
0.535	0.0514733	0.0511881
0.54	0.0513777	0.0510915
0.545	0.0512694	0.0509823
0.55	0.0511485	0.0508605
0.555	0.0510149	0.0507262
0.56	0.0508688	0.0505793
0.565	0.0507101	0.0504199
0.57	0.0505389	0.050248
0.575	0.0503552	0.0500637
0.58	0.0501591	0.049867
0.585	0.0499506	0.049658
0.59	0.0497298	0.0494367
0.595	0.0494967	0.0492032
