0.0	0	0
0.005	0.000112965	0.000112033
0.01	0.000225903	0.000224039
0.015	0.000338784	0.000335989
0.02	0.000451582	0.000447857
0.025	0.000564269	0.000559613
0.03	0.000676816	0.000671231
0.035	0.000789196	0.000782684
0.04	0.000901382	0.000893942
0.045	0.00101335	0.00100498
0.05	0.00112506	0.00111577
0.055	0.00123649	0.00122628
0.06	0.00134762	0.00133649
0.065	0.00145842	0.00144637
0.07	0.00156886	0.0015559
0.075	0.00167891	0.00166503
0.08	0.00178855	0.00177376
0.085	0.00189774	0.00188205
0.09	0.00200647	0.00198987
0.095	0.0021147	0.0020972
0.1	0.00222241	0.00220401
0.105	0.00232958	0.00231028
0.11	0.00243616	0.00241597
0.115	0.00254215	0.00252107
0.12	0.00264751	0.00262555
0.125	0.00275221	0.00272937
0.13	0.00285624	0.00283252
0.135	0.00295956	0.00293497
0.14	0.00306216	0.0030367
0.145	0.00316399	0.00313767
0.15	0.00326505	0.00323787
0.155	0.0033653	0.00333727
0.16	0.00346472	0.00343584
0.165	0.00356328	0.00353357
0.17	0.00366097	0.00363042
0.175	0.00375775	0.00372637
0.18	0.0038536	0.0038214
0.185	0.00394851	0.00391549
0.19	0.00404244	0.00400861
0.195	0.00413537	0.00410073
0.2	0.00422728	0.00419185
0.205	0.00431815	0.00428192
0.21	0.00440796	0.00437094
0.215	0.00449667	0.00445888
0.22	0.00458428	0.00454572
0.225	0.00467075	0.00463143
0.23	0.00475608	0.004716
0.235	0.00484023	0.0047994
0.24	0.00492318	0.00488161
0.245	0.00500492	0.00496262
0.25	0.00508543	0.0050424
0.255	0.00516468	0.00512093
0.26	0.00524266	0.0051982
0.265	0.00531934	0.00527418
0.27	0.00539471	0.00534886
0.275	0.00546875	0.00542222
0.28	0.00554144	0.00549424
0.285	0.00561276	0.00556489
0.29	0.0056827	0.00563417
0.295	0.00575124	0.00570206
0.3	0.00581836	0.00576854
0.305	0.00588404	0.0058336
0.31	0.00594827	0.00589721
0.315	0.00601103	0.00595936
0.32	0.00607231	0.00602004
0.325	0.00613209	0.00607923
0.33	0.00619036	0.00613692
0.335	0.0062471	0.00619309
0.34	0.0063023	0.00624773
0.345	0.00635594	0.00630082
0.35	0.00640801	0.00635236
0.355	0.00645851	0.00640233
0.36	0.00650741	0.00645071
0.365	0.00655471	0.0064975
0.37	0.00660038	0.00654268
0.375	0.00664443	0.00658625
0.38	0.00668684	0.00662819
0.385	0.0067276	0.00666849
0.39	0.0067667	0.00670714
0.395	0.00680414	0.00674413
0.4	0.00683989	0.00677945
0.405	0.00687395	0.0068131
0.41	0.00690632	0.00684506
0.415	0.00693698	0.00687533
0.42	0.00696594	0.00690391
0.425	0.00699317	0.00693077
0.43	0.00701868	0.00695592
0.435	0.00704246	0.00697935
0.44	0.0070645	0.00700106
0.445	0.00708479	0.00702104
0.45	0.00710334	0.00703927
0.455	0.00712013	0.00705577
0.46	0.00713517	0.00707053
0.465	0.00714845	0.00708354
0.47	0.00715997	0.00709479
0.475	0.00716971	0.00710429
0.48	0.00717769	0.00711204
0.485	0.0071839	0.00711802
0.49	0.00718833	0.00712225
0.495	0.007191	0.00712472
0.5	0.00719188	0.00712542
0.505	0.007191	0.00712436
0.51	0.00718833	0.00712155
0.515	0.0071839	0.00711697
0.52	0.00717769	0.00711063
0.525	0.00716971	0.00710253
0.53	0.00715997	0.00709268
0.535	0.00714845	0.00708107
0.54	0.00713517	0.00706772
0.545	0.00712013	0.00705261
0.55	0.00710334	0.00703577
0.555	0.00708479	0.00701718
0.56	0.0070645	0.00699686
0.565	0.00704246	0.00697481
0.57	0.00701868	0.00695103
0.575	0.00699317	0.00692554
0.58	0.00696594	0.00689833
0.585	0.00693698	0.00686942
0.59	0.00690632	0.00683881
0.595	0.00687395	0.0068065
0.6	0.00683989	0.00677252
0.605	0.00680414	0.00673686
0.61	0.0067667	0.00669954
0.615	0.0067276	0.00666056
0.62	0.00668684	0.00661993
0.625	0.00664443	0.00657767
0.63	0.00660038	0.00653378
0.635	0.00655471	0.00648827
0.64	0.00650741	0.00644116
0.645	0.00645851	0.00639246
0.65	0.00640801	0.00634218
0.655	0.00635594	0.00629033
0.66	0.0063023	0.00623693
0.665	0.0062471	0.00618198
0.67	0.00619036	0.0061255
0.675	0.00613209	0.00606751
0.68	0.00607231	0.00600802
0.685	0.00601103	0.00594705
0.69	0.00594827	0.0058846
0.695	0.00588404	0.0058207
0.7	0.00581836	0.00575536
0.705	0.00575124	0.0056886
0.71	0.0056827	0.00562043
0.715	0.00561276	0.00555087
0.72	0.00554144	0.00547994
0.725	0.00546875	0.00540766
0.73	0.00539471	0.00533403
0.735	0.00531934	0.00525909
0.74	0.00524266	0.00518285
0.745	0.00516468	0.00510533
0.75	0.00508543	0.00502654
0.755	0.00500492	0.00494652
0.76	0.00492318	0.00486527
0.765	0.00484023	0.00478281
0.77	0.00475608	0.00469918
0.775	0.00467075	0.00461438
0.78	0.00458428	0.00452844
0.785	0.00449667	0.00444138
0.79	0.00440796	0.00435323
0.795	0.00431815	0.004264
0.8	0.00422728	0.00417371
0.805	0.00413537	0.00408239
0.81	0.00404244	0.00399006
0.815	0.00394851	0.00389675
0.82	0.0038536	0.00380247
0.825	0.00375775	0.00370725
0.83	0.00366097	0.00361112
0.835	0.00356328	0.00351409
0.84	0.00346472	0.0034162
0.845	0.0033653	0.00331746
0.85	0.00326505	0.0032179
0.855	0.00316399	0.00311754
0.86	0.00306216	0.00301642
0.865	0.00295956	0.00291454
0.87	0.00285624	0.00281195
0.875	0.00275221	0.00270866
0.88	0.00264751	0.0026047
0.885	0.00254215	0.0025001
0.89	0.00243616	0.00239488
0.895	0.00232958	0.00228907
0.9	0.00222241	0.00218269
0.905	0.0021147	0.00207578
0.91	0.00200647	0.00196834
0.915	0.00189774	0.00186043
0.92	0.00178855	0.00175205
0.925	0.00167891	0.00164324
0.93	0.00156886	0.00153402
0.935	0.00145842	0.00142443
0.94	0.00134762	0.00131448
0.945	0.00123649	0.00120421
0.95	0.00112506	0.00109364
0.955	0.00101335	0.000982794
0.96	0.000901382	0.00087171
0.965	0.000789196	0.00076041
0.97	0.000676816	0.000648923
0.975	0.000564269	0.000537275
0.98	0.000451582	0.000425494
0.985	0.000338784	0.000313608
0.99	0.000225903	0.000201644
0.995	0.000112965	8.96307e-05
1	-1.50884e-17	0
